Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorkedGroup,AttrionLikelihood,RiskLevel
27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,Entry Level,Research Scientist,Low,Married,2235,Yes,Very High,High,9,3,Medium,9,7,6,8,0-1 Companies,0.253485541,Weak
54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,Very High,Female,Mid Level,Manufacturing Director,High,Divorced,10502,No,Low,Medium,33,2,Low,5,4,1,4,5+ companies,0.015199624,Weak
44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Low,Female,Entry Level,Research Scientist,Very High,Married,2011,No,Very High,Medium,10,5,High,10,5,7,7,0-1 Companies,0.001443526,Weak
19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,Low,Female,Entry Level,Research Scientist,Medium,Single,1859,Yes,Medium,Low,1,2,Very High,1,1,0,0,0-1 Companies,0.88576286,Strong
29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Low,Female,Entry Level,Research Scientist,Very High,Divorced,3760,No,Low,Very High,3,5,High,3,2,1,2,0-1 Companies,0.028674879,Weak
54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,Senior Level,Research Director,Very High,Married,17779,No,Low,Low,36,2,High,10,9,0,9,2-3 companies,3.43E-05,Weak
31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,High,Male,Junior Level,Healthcare Representative,Low,Married,6833,Yes,Very High,Low,6,2,Medium,6,5,0,1,0-1 Companies,0.175682168,Weak
31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,High,Female,Junior Level,Healthcare Representative,Low,Single,6812,No,Medium,Low,10,2,High,10,9,1,8,0-1 Companies,0.032544329,Weak
59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,High,Female,Junior Level,Sales Executive,Very High,Single,5171,No,Very High,Low,13,2,High,6,1,0,5,4-5 companies,0.008899278,Weak
43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,High,Male,Executive Level,Research Director,Very High,Married,19740,No,Medium,Medium,25,2,High,8,7,0,7,2-3 companies,3.91E-07,Weak
49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,Low,Male,Executive Level,Manager,High,Married,18711,No,High,Medium,23,2,Very High,1,0,0,0,2-3 companies,0.000977086,Weak
36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,High,Male,Entry Level,Research Scientist,Medium,Married,3692,No,High,Low,12,2,Medium,11,10,0,7,0-1 Companies,0.049457707,Weak
48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Very High,Male,Entry Level,Laboratory Technician,Medium,Single,2559,No,High,Low,7,4,Medium,1,0,0,0,4-5 companies,0.197711261,Weak
27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,Low,Male,Entry Level,Research Scientist,High,Divorced,2517,No,Medium,Very High,5,2,High,5,3,0,3,0-1 Companies,0.079650879,Weak
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,High,Male,Junior Level,Healthcare Representative,Very High,Divorced,6623,Yes,Medium,High,6,2,High,6,0,1,0,0-1 Companies,0.010903158,Weak
48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Executive Level,Research Director,Very High,Single,18265,No,High,Low,25,3,Very High,1,0,0,0,5+ companies,7.62E-06,Weak
29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,Very High,Female,Senior Level,Research Director,Very High,Divorced,16124,No,Medium,High,9,2,Medium,7,7,1,7,2-3 companies,3.04E-05,Weak
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,High,Female,Entry Level,Research Scientist,High,Married,2585,No,Very High,Low,2,5,Medium,1,0,0,0,,0.103685922,Weak
44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,Medium,Male,Executive Level,Manager,Medium,Married,18213,No,High,Medium,26,5,High,22,9,3,10,5+ companies,2.58E-05,Weak
33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,Very High,Male,Mid Level,Sales Executive,High,Divorced,8380,Yes,Very High,High,10,3,High,9,8,0,8,,0.09249829,Weak
19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Medium,Female,Entry Level,Research Scientist,Very High,Single,2994,Yes,Very High,Low,1,2,High,1,0,0,1,0-1 Companies,0.540088516,Strong
23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,Very High,Male,Entry Level,Research Scientist,High,Married,1223,No,Very High,Medium,1,2,High,1,0,0,1,0-1 Companies,0.010466541,Weak
25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,High,Male,Entry Level,Sales Representative,Very High,Single,1118,Yes,Very High,Low,1,4,High,1,0,1,0,0-1 Companies,0.903596713,Strong
26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,High,Male,Entry Level,Research Scientist,Very High,Single,2875,Yes,Medium,Low,8,2,Medium,8,5,2,2,0-1 Companies,0.176559813,Weak
45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,Low,Female,Executive Level,Manager,Medium,Single,18824,Yes,Low,Low,26,2,High,24,10,1,11,2-3 companies,0.006144231,Weak
55,No,Non-Travel,177,Research & Development,8,Below College,Medical,Very High,Male,Senior Level,Healthcare Representative,Medium,Divorced,13577,Yes,Very High,Medium,34,3,High,33,9,15,0,0-1 Companies,0.007671428,Weak
21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,Low,Female,Entry Level,Laboratory Technician,High,Single,2625,No,High,Low,2,2,Low,2,2,2,2,0-1 Companies,0.943432283,Strong
46,No,Travel_Rarely,168,Sales,4,College,Marketing,Very High,Female,Executive Level,Manager,Medium,Married,18789,No,High,Medium,26,2,High,11,4,0,8,2-3 companies,6.23E-05,Weak
34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,High,Female,Junior Level,Sales Executive,Low,Single,4538,Yes,Very High,Low,4,3,High,3,2,0,2,,0.460201191,Strong
51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Very High,Male,Executive Level,Manager,Medium,Divorced,19847,Yes,Low,Medium,31,5,Medium,29,10,11,10,4-5 companies,0.001262943,Weak
59,No,Travel_Rarely,1429,Research & Development,18,Master,Medical,Very High,Male,Mid Level,Manufacturing Director,Very High,Single,10512,No,Very High,Low,25,6,Medium,9,7,5,4,5+ companies,0.001225464,Weak
34,No,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,High,Female,Junior Level,Laboratory Technician,Medium,Divorced,4444,No,High,High,15,2,Very High,11,8,5,10,4-5 companies,0.049115112,Weak
28,No,Travel_Frequently,791,Research & Development,1,Master,Medical,Very High,Male,Entry Level,Laboratory Technician,High,Single,2154,Yes,High,Low,5,2,Medium,4,2,0,2,,0.797751759,Strong
44,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,High,Male,Executive Level,Manager,Low,Divorced,19190,No,Very High,High,26,4,Medium,25,9,14,13,0-1 Companies,2.47E-05,Weak
34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,High,Male,Junior Level,Human Resources,Medium,Married,4490,No,Very High,High,14,5,Very High,10,9,1,8,4-5 companies,0.004245282,Weak
35,No,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,High,Male,Entry Level,Research Scientist,High,Married,3506,Yes,Very High,Low,4,3,High,3,2,2,2,,0.091472024,Weak
42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,Medium,Female,Junior Level,Research Scientist,Medium,Married,2372,Yes,Very High,Low,18,2,High,1,0,0,0,5+ companies,0.092743114,Weak
43,No,Travel_Rarely,531,Sales,4,Master,Marketing,Very High,Female,Mid Level,Sales Executive,Very High,Single,10231,No,Very High,Low,23,3,Very High,21,7,15,17,2-3 companies,0.04862002,Weak
36,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,High,Female,Junior Level,Manufacturing Director,Medium,Single,5410,Yes,Very High,Low,18,2,High,16,14,5,12,5+ companies,0.008687547,Weak
44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,Low,Female,Mid Level,Healthcare Representative,Very High,Married,7978,No,Very High,Medium,10,2,High,10,7,0,5,0-1 Companies,0.01171828,Weak
28,No,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,Very High,Male,Entry Level,Laboratory Technician,Very High,Married,3867,Yes,Medium,Medium,2,2,High,2,2,2,2,0-1 Companies,0.258665323,Weak
51,No,Travel_Frequently,968,Research & Development,6,College,Medical,Medium,Female,Entry Level,Laboratory Technician,High,Single,2838,No,Medium,Low,8,6,Medium,7,0,7,7,,0.256727676,Weak
30,No,Non-Travel,879,Research & Development,9,College,Medical,High,Female,Junior Level,Manufacturing Director,High,Single,4695,Yes,High,Low,10,3,High,8,4,1,7,5+ companies,0.019660198,Weak
29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,Medium,Female,Entry Level,Laboratory Technician,High,Divorced,3339,Yes,Low,High,10,2,High,7,7,7,7,2-3 companies,0.403193407,Strong
28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Very High,Male,Entry Level,Research Scientist,Low,Single,2080,No,Medium,Low,5,2,Medium,3,2,1,2,2-3 companies,0.207275235,Weak
25,No,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,Very High,Female,Entry Level,Research Scientist,Medium,Single,2096,No,Very High,Low,2,3,Medium,2,2,2,1,0-1 Companies,0.048863547,Weak
32,No,Travel_Rarely,604,Sales,8,Bachelor,Medical,High,Male,Junior Level,Sales Executive,Very High,Married,6209,No,High,High,10,4,Very High,10,7,0,8,0-1 Companies,0.004247387,Weak
45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Medium,Female,Executive Level,Manager,Medium,Single,18061,No,High,Low,22,4,High,0,0,0,0,2-3 companies,0.005265168,Weak
39,No,Travel_Rarely,412,Research & Development,13,Master,Medical,High,Female,Senior Level,Manager,Medium,Divorced,17123,Yes,Very High,High,21,4,High,19,9,15,2,5+ companies,0.004575861,Weak
58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,Low,Male,Entry Level,Research Scientist,High,Divorced,2372,No,Very High,High,2,3,High,2,2,2,2,0-1 Companies,0.009818522,Weak
32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Very High,Male,Junior Level,Laboratory Technician,High,Married,4883,No,Low,Medium,10,3,High,10,4,1,1,0-1 Companies,0.017780084,Weak
39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,High,Male,Entry Level,Research Scientist,Low,Single,3904,No,Low,Low,6,2,High,5,2,0,3,,0.186940419,Weak
30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,Low,Female,Junior Level,Laboratory Technician,Very High,Married,4627,No,Low,Medium,10,6,High,9,2,6,7,,0.050559914,Weak
36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Very High,Female,Mid Level,Healthcare Representative,High,Married,7094,No,Low,Low,10,0,High,7,7,1,7,2-3 companies,0.2568129,Weak
46,No,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Very High,Female,Entry Level,Human Resources,Low,Single,3423,No,High,Low,10,3,Very High,7,6,5,7,5+ companies,0.036738711,Weak
28,No,Non-Travel,1476,Research & Development,1,Bachelor,Life Sciences,High,Female,Junior Level,Laboratory Technician,Very High,Married,6674,No,Low,Very High,10,6,High,9,8,7,5,,0.001477605,Weak
50,No,Travel_Rarely,1322,Research & Development,28,Bachelor,Life Sciences,Very High,Female,Senior Level,Research Director,Low,Married,16880,Yes,Medium,Low,25,2,High,3,2,1,2,4-5 companies,0.009905077,Weak
40,Yes,Travel_Rarely,299,Sales,25,Master,Marketing,Very High,Male,Mid Level,Sales Executive,Medium,Single,9094,Yes,High,Low,9,2,High,5,4,1,0,2-3 companies,0.850987449,Strong
52,Yes,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,Medium,Male,Mid Level,Sales Executive,Medium,Single,8446,Yes,High,Low,10,2,Medium,8,7,7,7,5+ companies,0.653892823,Strong
30,No,Travel_Rarely,634,Research & Development,17,Master,Medical,Medium,Female,Mid Level,Manager,Low,Married,11916,Yes,Very High,High,9,2,High,9,1,0,8,0-1 Companies,0.067404936,Weak
39,No,Travel_Rarely,524,Research & Development,18,College,Life Sciences,Low,Male,Junior Level,Manufacturing Director,High,Single,4534,No,Low,Low,9,6,High,8,7,1,7,,0.054249213,Weak
31,No,Non-Travel,587,Sales,2,Master,Life Sciences,Very High,Female,Mid Level,Sales Executive,High,Divorced,9852,Yes,Low,Medium,10,5,Medium,10,8,9,6,0-1 Companies,0.188525961,Weak
41,No,Non-Travel,256,Sales,10,College,Medical,High,Male,Junior Level,Sales Executive,Medium,Single,6151,No,Low,Low,19,4,High,19,2,11,9,0-1 Companies,0.058993461,Weak
31,Yes,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,Very High,Female,Entry Level,Sales Representative,Medium,Single,2302,Yes,Low,Low,3,2,Very High,3,2,2,2,0-1 Companies,0.976079324,Strong
44,Yes,Travel_Rarely,935,Research & Development,3,Bachelor,Life Sciences,Low,Male,Entry Level,Laboratory Technician,Low,Married,2362,No,High,Low,10,4,Very High,3,2,1,2,4-5 companies,0.572492293,Strong
42,No,Non-Travel,495,Research & Development,2,Below College,Life Sciences,High,Male,Senior Level,Manager,High,Married,17861,Yes,Very High,Low,21,3,Medium,20,8,2,10,,0.018279712,Weak
55,No,Travel_Rarely,282,Research & Development,2,College,Medical,Very High,Female,Executive Level,Manager,High,Married,19187,No,Very High,Medium,23,5,High,19,9,9,11,4-5 companies,6.18E-06,Weak
56,No,Travel_Rarely,206,Human Resources,8,Master,Life Sciences,Very High,Male,Executive Level,Manager,Medium,Single,19717,No,Low,Low,36,4,High,7,3,7,7,5+ companies,0.000320858,Weak
40,No,Non-Travel,458,Research & Development,16,College,Life Sciences,High,Male,Entry Level,Research Scientist,High,Divorced,3544,No,Medium,Medium,6,0,High,4,2,0,0,5+ companies,0.007129386,Weak
34,No,Travel_Rarely,943,Research & Development,9,Bachelor,Life Sciences,Very High,Male,Mid Level,Healthcare Representative,Very High,Divorced,8500,No,Very High,Medium,10,0,Medium,9,7,1,6,,0.00727035,Weak
40,No,Travel_Rarely,523,Research & Development,2,Bachelor,Life Sciences,High,Male,Junior Level,Research Scientist,Very High,Single,4661,No,High,Low,9,4,High,9,8,8,8,0-1 Companies,0.000559766,Weak
41,No,Travel_Frequently,1018,Sales,1,Bachelor,Marketing,High,Female,Junior Level,Sales Executive,Low,Divorced,4103,No,Very High,Medium,10,2,High,9,3,1,7,,0.021737745,Weak
35,No,Travel_Frequently,482,Research & Development,4,Master,Life Sciences,High,Male,Junior Level,Research Scientist,High,Single,4249,Yes,Medium,Low,9,3,High,9,6,1,1,0-1 Companies,0.078263992,Weak
51,No,Travel_Rarely,770,Human Resources,5,Bachelor,Life Sciences,High,Male,Senior Level,Manager,Medium,Divorced,14026,Yes,Medium,Medium,33,2,High,33,9,0,10,0-1 Companies,0.007258373,Weak
38,No,Travel_Rarely,1009,Sales,2,College,Life Sciences,Medium,Female,Junior Level,Sales Executive,Low,Divorced,6893,No,Very High,Medium,11,3,High,7,7,1,7,2-3 companies,0.007018824,Weak
34,No,Travel_Rarely,507,Sales,15,College,Medical,High,Female,Junior Level,Sales Executive,Low,Single,6125,No,Very High,Low,10,6,Very High,10,8,9,6,0-1 Companies,0.096505424,Weak
25,No,Travel_Rarely,882,Research & Development,19,Below College,Medical,Very High,Male,Entry Level,Laboratory Technician,Very High,Married,3669,No,High,Very High,7,6,Medium,3,2,1,2,2-3 companies,0.079839262,Weak
58,Yes,Travel_Rarely,601,Research & Development,7,Master,Medical,High,Female,Mid Level,Manufacturing Director,Low,Married,10008,Yes,Very High,Low,31,0,Medium,10,9,5,9,5+ companies,0.071106879,Weak
40,No,Travel_Rarely,329,Research & Development,1,Master,Life Sciences,Medium,Male,Entry Level,Laboratory Technician,Medium,Married,2387,No,High,Medium,7,3,High,4,2,0,3,2-3 companies,0.042401622,Weak
36,No,Travel_Frequently,607,Sales,7,Bachelor,Marketing,Low,Female,Junior Level,Sales Executive,Low,Married,4639,No,Very High,Medium,17,2,Medium,15,7,6,13,2-3 companies,0.242704951,Weak
48,No,Travel_Rarely,855,Research & Development,4,Bachelor,Life Sciences,Very High,Male,Mid Level,Manufacturing Director,Very High,Single,7898,No,High,Low,11,2,High,10,9,0,8,0-1 Companies,0.001798908,Weak
27,No,Travel_Rarely,1291,Sales,11,Bachelor,Medical,High,Female,Entry Level,Sales Representative,Very High,Married,2534,No,Medium,Medium,5,4,High,1,0,0,0,5+ companies,0.042076579,Weak
51,No,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,Very High,Female,Senior Level,Manufacturing Director,Medium,Single,13142,No,Medium,Low,29,1,Medium,5,2,0,3,2-3 companies,0.145555387,Weak
18,No,Non-Travel,1124,Research & Development,1,Bachelor,Life Sciences,Very High,Female,Entry Level,Laboratory Technician,Very High,Single,1611,No,High,Low,0,5,Very High,0,0,0,0,0-1 Companies,0.084744473,Weak
35,No,Travel_Rarely,817,Research & Development,1,Bachelor,Medical,Very High,Female,Junior Level,Laboratory Technician,Very High,Married,5363,No,Medium,Medium,10,0,High,9,7,0,0,,0.001976416,Weak
27,No,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Very High,Male,Junior Level,Sales Executive,Very High,Single,5071,No,Medium,Low,8,3,High,6,2,0,0,2-3 companies,0.067572454,Weak
55,Yes,Travel_Rarely,267,Sales,13,Master,Marketing,Low,Male,Senior Level,Sales Executive,High,Single,13695,Yes,High,Low,24,2,Medium,19,7,3,8,5+ companies,0.925691311,Strong
56,No,Travel_Rarely,1369,Research & Development,23,Bachelor,Life Sciences,Very High,Male,Senior Level,Manufacturing Director,Medium,Married,13402,Yes,Low,Medium,33,0,High,19,16,15,9,4-5 companies,0.038533213,Weak
34,No,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Low,Female,Entry Level,Research Scientist,High,Divorced,2029,No,High,Very High,5,2,High,5,4,0,0,0-1 Companies,0.126904846,Weak
40,No,Travel_Rarely,1202,Research & Development,2,Below College,Medical,Medium,Female,Junior Level,Healthcare Representative,High,Divorced,6377,No,Medium,Very High,15,0,High,12,11,11,8,4-5 companies,0.00301918,Weak
34,No,Travel_Rarely,285,Research & Development,29,Bachelor,Medical,Medium,Male,Junior Level,Laboratory Technician,High,Married,5429,No,Low,High,10,1,High,8,7,7,7,4-5 companies,0.06664615,Weak
31,Yes,Travel_Frequently,703,Sales,2,Bachelor,Life Sciences,High,Female,Entry Level,Sales Representative,Very High,Single,2785,No,High,Low,3,3,Very High,1,0,0,0,5+ companies,0.445304716,Strong
35,Yes,Travel_Frequently,662,Sales,18,Master,Marketing,Very High,Female,Junior Level,Sales Executive,High,Married,4614,Yes,High,Medium,5,0,Medium,4,2,3,2,,0.700961393,Strong
38,No,Travel_Frequently,693,Research & Development,7,Bachelor,Life Sciences,Very High,Male,Entry Level,Research Scientist,High,Divorced,2610,No,Very High,Very High,4,2,High,4,2,0,3,0-1 Companies,0.019335997,Weak
34,No,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,High,Female,Junior Level,Healthcare Representative,Very High,Single,6687,No,Very High,Low,14,2,Very High,14,11,4,11,0-1 Companies,0.00694748,Weak
28,No,Travel_Rarely,736,Sales,26,Bachelor,Life Sciences,High,Male,Junior Level,Sales Executive,Low,Married,4724,No,High,Medium,5,0,High,5,3,0,4,0-1 Companies,0.186994007,Weak
31,Yes,Travel_Rarely,330,Research & Development,22,Master,Medical,Very High,Male,Junior Level,Manufacturing Director,High,Married,6179,Yes,Very High,High,10,3,Medium,10,2,6,7,0-1 Companies,0.033878957,Weak
